ant,from,to,m,tracklet,assigned,single,source
Ant,9001,9600,2,trj_id25_ti2_1_tf2_600,1,1,1
Ant,9601,10200,2,trj_id24_ti2_601_tf2_1200,1,1,1
Ant,10201,10800,2,trj_id23_ti2_1201_tf2_1800,1,1,1
Ant,10801,11400,2,trj_id23_ti2_1801_tf2_2400,1,1,1
Ant,11401,12000,2,trj_id24_ti2_2401_tf2_3000,1,1,1
Ant,12001,12600,2,trj_id22_ti2_3001_tf2_3600,1,1,1
Ant,12601,13200,2,trj_id22_ti2_3601_tf2_4200,1,1,1
Ant,13201,13800,2,trj_id21_ti2_4201_tf2_4800,1,1,1
Ant,13801,14400,2,trj_id21_ti2_4801_tf2_5400,1,1,1
Ant,14401,15000,2,trj_id21_ti2_5401_tf2_6000,1,1,1
Ant,15001,15600,2,trj_id21_ti2_6001_tf2_6600,1,1,1
Ant,15601,16200,2,trj_id20_ti2_6601_tf2_7200,1,1,1
Ant,16201,16800,2,trj_id20_ti2_7201_tf2_7800,1,1,1
Ant,16801,17400,2,trj_id20_ti2_7801_tf2_8400,1,1,1
Ant,17401,18000,2,trj_id20_ti2_8401_tf2_9000,1,1,1
